Organism,Count,Year
Rhizopus species,14,2015
Providencia stuartii,14,2015
Non-haemolytic streptococcus,13,2015
Enterococcus gallinarum,13,2015
Enterococcus avium,13,2015
Staphylococcus lugdunensis,12,2015
Salmonella Enteritidis,12,2015
Bacteroides thetaiotaomicron,12,2015
Candida guilliermondii,11,2015
Corynebacterium jeikeium,11,2015
Aeromonas hydrophila,11,2015
Flavobacterium species,11,2015
Aspergillus species,11,2015
Anaerobic Gram-positive cocci,10,2015
Peptostreptococcus species,10,2015
Streptococcus salivarius,10,2015
Mycobacterium avium complex,10,2015
Streptococcus mitis,9,2015
Anaerobic Gram-positive bacilli,9,2015
Moraxella catarrhalis,8,2015
Haemophilus parainfluenzae,8,2015
Mould,8,2015
Mycobacterium tuberculosis complex,8,2015
Achromobacter species,8,2015
Streptococcus species,8,2015
Veillonella species,7,2015
Streptococcus bovis group,7,2015
Corynebacterium urealyticum,7,2015
Fusobacterium species,7,2015
Enterococcus casseliflavus,7,2015
Streptococcus dysgalactiae subsp. equisimilis,7,2015
Granulicatella adiacens,7,2015
Clostridium species,7,2015
Actinomyces species,7,2015
Streptococcus oralis,7,2015
Carbapenem resistant Acinetobacter baumannii,7,2015
Anaerobic bacteria,6,2015
Cutibacterium acnes,6,2015
Sphingomonas paucimobilis,6,2015
Chryseobacterium indologenes,6,2015
Burkholderia species,6,2015
Pandoraea pnomenusa,6,2015
Gram-positive cocci,6,2015
Propionibacterium species,6,2015
Delftia acidovorans,6,2015
Staphylococcus capitis,6,2015
Moraxella species,6,2015
Bacillus cereus group,5,2015
Aeromonas caviae,5,2015
Prevotella intermedia,5,2015
Streptococcus sanguinis,5,2015
Streptococcus mitis group,5,2015
Eggerthella lenta,5,2015
Staphylococcus species,5,2015
Burkholderia cepacia complex,5,2015
Fusarium species,4,2015
Malassezia furfur,4,2015
Candida dubliniensis,4,2015
Enterococcus raffinosus,4,2015
Parabacteroides distasonis,4,2015
Dialister pneumosintes,4,2015
Non-fermentative Gram-negative bacilli,4,2015
Streptococcus gallolyticus subspecies pasteurianus,4,2015
Streptococcus intermedius,4,2015
Trichosporon mucoides,3,2015
Aeromonas sobria,3,2015
Candida auris,3,2015
Enterococcus hirae,3,2015
Aggregatibacter actinomycetemcomitans,3,2015
Weissella confusa,3,2015
Corynebacterium minutissimum,3,2015
Listeria monocytogenes,3,2015
Proteus vulgaris,3,2015
Saccharomyces cerevisiae,3,2015
Streptococcus dysgalactiae,3,2015
Abiotrophia defectiva,3,2015
Elizabethkingia species,3,2015
Salmonella group E,3,2015
Staphylococcus haemolyticus,3,2015
Providencia species,3,2015
Vibrio harveyi,3,2015
Gardnerella vaginalis,2,2015
Acid-fast bacillus,2,2015
Hafnia alvei,2,2015
Rothia species,2,2015
Chryseobacterium species,2,2015
"Streptococcus, group C",2,2015
Lactobacillus salivarius,2,2015
Capnocytophaga species,2,2015
Salmonella group C,2,2015
Raoultella planticola,2,2015
Scedosporium apiospermum,2,2015
Haemophilus parahaemolyticus,2,2015
Alcaligenes species,2,2015
Shewanella species,2,2015
Prevotella melaninogenica,2,2015
Mycobacterium gordonae,2,2015
Streptococcus parasanguinis,2,2015
"Mycobacterium, non-TB",2,2015
Absidia species,2,2015
Shewanella algae,2,2015
Fusobacterium varium,2,2015
Mycobacterium fortuitum complex,2,2015
Aerococcus species,2,2015
Salmonella species,2,2015
Aspergillus niger,2,2015
Candida famata,2,2015
Pantoea species,2,2015
Salmonella Typhi,2,2015
Mycobacterium chelonae,2,2015
Fungus,2,2015
Pseudomonas stutzeri,2,2015
Anaerobic Gram-negative cocci,2,2015
Ochrobactrum species,2,2015
Cryptococcus species,2,2015
Aspergillus flavus,2,2015
Corynebacterium pseudodiphtheriticum,1,2015
Brevibacterium species,1,2015
Lactobacillus paracasei,1,2015
Micrococcus luteus,1,2015
Salmonella Paratyphi A,1,2015
Escherichia species,1,2015
Leuconostoc species,1,2015
Mycobacterium fortuitum,1,2015
Gemella species,1,2015
Bacteroides caccae,1,2015
Scopulariopsis species,1,2015
Arcanobacterium haemolyticum,1,2015
Chryseobacterium gleum,1,2015
Haemophilus haemolyticus,1,2015
Campylobacter fetus,1,2015
Prevotella disiens,1,2015
Rapid growing mycobacteria,1,2015
Candida metapsilosis,1,2015
Streptococcus gordonii,1,2015
Pseudomonas fluorescens,1,2015
Campylobacter jejuni,1,2015
Neisseria meningitidis,1,2015
Plesiomonas shigelloides,1,2015
Aspergillus terreus,1,2015
Legionella pneumophila,1,2015
Acinetobacter lwoffii,1,2015
Fusobacterium mortiferum,1,2015
Rothia dentocariosa,1,2015
Mycobacterium kansasii,1,2015
Peptostreptococcus micros,1,2015
Peptostreptococcus anaerobius,1,2015
Issatchenkia orientalis,1,2015
Kluyveromyces marxianus,1,2015
Eikenella corrodens,1,2015
Aeromonas veronii biovar sobria,1,2015
Clostridium tertium,1,2015
Citrobacter werkmanii,1,2015
Pseudomonas fulva,1,2015
Campylobacter coli,1,2015
Ochrobactrum intermedium,1,2015
Trichophyton species,1,2015
Arcanobacterium species,1,2015
Gram-positive coccobacilli,1,2015
Clavispora lusitaniae,1,2015
Lactobacillus fermentum,1,2015
Corynebacterium tuberculostearicum,1,2015
Staphylococcus caprae,1,2015
Streptococcus gallolyticus subspecies gallolyticus,1,2015
Providencia rettgeri,1,2015
Prevotella bivia,1,2015
Roseomonas species,1,2015
Candida utilis,1,2015
Neisseria flavescens,1,2015
Rhodotorula rubra,1,2015
Bacteroides stercoris,1,2015
Lactobacillus gasseri,1,2015
Bifidobacterium species,1,2015
Candida nivariensis,1,2015
Gram-negative coccobacilli,1,2015
Solobacterium moorei,1,2015
Actinomyces odontolyticus,1,2015
Rhodotorula species,1,2015
Prevotella buccae,1,2015
Lactococcus species,1,2015
Acremonium species,1,2015
Escherichia coli,2850,2016
Candida albicans,2051,2016
Pseudomonas aeruginosa,1864,2016
Klebsiella pneumoniae,1135,2016
Methicillin resistant Staphylococcus aureus,1103,2016
Stenotrophomonas maltophilia,906,2016
"Staphylococcus, coagulase negative",831,2016
Enterococcus species,787,2016
Klebsiella species,741,2016
Candida species,695,2016
Staphylococcus aureus,561,2016
Enterococcus faecium,507,2016
Candida tropicalis,356,2016
Candida glabrata,353,2016
Diphtheroids,301,2016
Proteus mirabilis,291,2016
Yeast,289,2016
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,289,2016
Acinetobacter species,269,2016
Enterococcus faecalis,239,2016
Enterobacter species,221,2016
Candida parapsilosis,210,2016
Alpha-haemolytic streptococcus,205,2016
Enterobacter cloacae complex,193,2016
Mycobacterium tuberculosis,190,2016
Corynebacterium striatum,137,2016
Acinetobacter baumannii group,136,2016
Clostridioides difficile,130,2016
Proteus species,128,2016
Neisseria species,123,2016
Citrobacter species,113,2016
Mycobacterium species,112,2016
Morganella morganii,108,2016
Rothia mucilaginosa,108,2016
Klebsiella aerogenes,93,2016
Acinetobacter baumannii,89,2016
Gram-negative bacilli,82,2016
Aeromonas species,78,2016
Haemophilus influenzae,78,2016
Bacteroides fragilis group,76,2016
Bacteroides fragilis,75,2016
Serratia marcescens,74,2016
Streptococcus agalactiae,74,2016
Streptococcus pyogenes,72,2016
Coliform bacteria,68,2016
Serratia species,66,2016
Streptococcus pneumoniae,65,2016
Streptococcus anginosus,64,2016
Bacillus species,58,2016
Pichia kudriavzevii,50,2016
Clostridium perfringens,45,2016
Pseudomonas species,40,2016
Staphylococcus epidermidis,37,2016
"Streptococcus, group G",37,2016
Talaromyces marneffei,36,2016
Streptococcus milleri group,36,2016
Lactobacillus species,35,2016
Klebsiella oxytoca,33,2016
Enterobacter cloacae,32,2016
Corynebacterium species,31,2016
"Streptococcus, viridans group",31,2016
Candida parapsilosis complex,30,2016
Burkholderia cepacia,30,2016
Bacteroides species,30,2016
Salmonella group D,27,2016
Burkholderia cepacia complex,24,2016
Aspergillus flavus,24,2016
Candida dubliniensis,23,2016
Kodamaea ohmeri,22,2016
Streptococcus species,22,2016
Elizabethkingia meningoseptica,21,2016
Achromobacter species,21,2016
Enterococcus avium,20,2016
Gram-positive cocci,20,2016
Providencia stuartii,19,2016
Flavobacterium species,19,2016
Citrobacter koseri,18,2016
Aspergillus fumigatus,18,2016
Streptococcus bovis group,18,2016
Staphylococcus lugdunensis,18,2016
Haemophilus parainfluenzae,18,2016
Streptococcus dysgalactiae subsp. equisimilis,16,2016
Prevotella species,16,2016
Burkholderia species,15,2016
Cryptococcus neoformans,15,2016
Micrococcus species,15,2016
Corynebacterium jeikeium,15,2016
Carbapenem resistant Acinetobacter baumannii,15,2016
Achromobacter xylosoxidans,15,2016
Trichosporon species,14,2016
Anaerobic Gram-negative bacilli,14,2016
Peptostreptococcus species,13,2016
Candida guilliermondii,13,2016
Moraxella catarrhalis,13,2016
Pseudomonas putida,13,2016
Aspergillus species,12,2016
Salmonella group C,12,2016
Chryseobacterium gleum,12,2016
Eggerthella lenta,12,2016
Citrobacter freundii,12,2016
Enterococcus gallinarum,12,2016
Anaerobic Gram-positive bacilli,12,2016
Bacteroides thetaiotaomicron,12,2016
Anaerobic Gram-positive cocci,12,2016
Salmonella group B,12,2016
Streptococcus constellatus,11,2016
Candida lusitaniae,11,2016
Salmonella Enteritidis,11,2016
Staphylococcus haemolyticus,10,2016
Staphylococcus capitis,10,2016
Salmonella derby,10,2016
Streptococcus gallolyticus subspecies pasteurianus,10,2016
Proteus vulgaris,9,2016
Streptococcus intermedius,9,2016
Clostridium species,9,2016
Moraxella species,9,2016
Bacillus cereus group,9,2016
Anaerobic bacteria,9,2016
Vibrio vulnificus,9,2016
Corynebacterium urealyticum,9,2016
Staphylococcus species,9,2016
Cutibacterium acnes,9,2016
Aeromonas hydrophila,9,2016
Veillonella species,9,2016
Actinomyces species,9,2016
Propionibacterium species,9,2016
Mycobacterium tuberculosis complex,9,2016
Gram-positive bacilli,8,2016
Providencia species,8,2016
Mycobacterium avium complex,8,2016
Mycobacterium abscessus,8,2016
Trichosporon asahii,7,2016
Prevotella intermedia,7,2016
Candida norvegensis,7,2016
"Streptococcus, group C",7,2016
Aeromonas veronii,7,2016
Streptococcus salivarius,7,2016
Leuconostoc species,7,2016
Pichia species,6,2016
Granulicatella adiacens,6,2016
Non-fermentative Gram-negative bacilli,6,2016
Fusarium species,6,2016
Saccharomyces cerevisiae,6,2016
Acinetobacter ursingii,5,2016
Enterococcus cecorum,5,2016
Clostridium ramosum,5,2016
Non-haemolytic streptococcus,5,2016
Gemella species,5,2016
Chryseobacterium indologenes,5,2016
Streptococcus mitis group,5,2016
Bordetella bronchiseptica,5,2016
Fusobacterium species,5,2016
Prevotella bivia,5,2016
Micrococcus luteus,4,2016
Haemophilus haemolyticus,4,2016
Parabacteroides distasonis,4,2016
Peptostreptococcus micros,4,2016
Aeromonas sobria,4,2016
Streptococcus dysgalactiae,4,2016
Exophiala dermatitidis,4,2016
Bifidobacterium species,4,2016
Prevotella buccae,4,2016
Streptococcus parasanguinis,4,2016
Mycobacterium fortuitum complex,4,2016
Plesiomonas shigelloides,4,2016
Pseudomonas mosselii,4,2016
Sphingomonas paucimobilis,4,2016
Enterococcus raffinosus,4,2016
Peptoniphilus harei,4,2016
Providencia rettgeri,4,2016
Actinomyces odontolyticus,4,2016
Elizabethkingia species,4,2016
Nocardia species,4,2016
Peptostreptococcus anaerobius,4,2016
Mycobacterium fortuitum,3,2016
Trichophyton rubrum,3,2016
Pseudomonas fluorescens,3,2016
Gram-positive coccobacilli,3,2016
Streptococcus mitis,3,2016
Gemella morbillorum,3,2016
Bacteroides vulgatus,3,2016
Hafnia alvei,3,2016
Enterococcus casseliflavus,3,2016
Microbacterium species,3,2016
Mycobacterium chelonae,3,2016
Bacteroides pyogenes,3,2016
Pediococcus acidilactici,3,2016
Lactobacillus paracasei,3,2016
Clostridium paraputrificum,3,2016
Clostridium tertium,3,2016
Corynebacterium amycolatum,2,2016
Arcanobacterium haemolyticum,2,2016
Aerococcus species,2,2016
Corynebacterium resistens,2,2016
Haemophilus parahaemolyticus,2,2016
Capnocytophaga sputigena,2,2016
Clostridium hathewayi,2,2016
Lactobacillus fermentum,2,2016
Actinomyces radingae,2,2016
Parabacteroides species,2,2016
Streptococcus suis,2,2016
Rhodotorula species,2,2016
Legionella pneumophila serogroup 1,2,2016
Raoultella species,2,2016
Bilophila wadsworthia,2,2016
Ochrobactrum anthropi,2,2016
Fusobacterium varium,2,2016
Atopobium parvulum,2,2016
Kluyvera species,2,2016
Parvimonas micra,2,2016
Abiotrophia species,2,2016
Acinetobacter junii,2,2016
Salmonella typhimurium,2,2016
Mycobacterium gordonae,2,2016
Mycobacterium lentiflavum,2,2016
Slackia exigua,2,2016
Streptococcus salivarius group,2,2016
Gleimia europaea,2,2016
Shewanella species,2,2016
Pseudomonas stutzeri,2,2016
Staphylococcus hominis,2,2016
Legionella pneumophila,2,2016
Campylobacter fetus,2,2016
Chryseobacterium species,2,2016
Brevundimonas diminuta,2,2016
Eubacterium species,2,2016
Listeria monocytogenes,2,2016
Bacillus cereus,2,2016
Morganella species,2,2016
Anaerobic diphtheroids,2,2016
Achromobacter insolitus,2,2016
Kocuria species,2,2016
Corynebacterium minutissimum,2,2016
Acinetobacter johnsonii,2,2016
Salmonella london,2,2016
Fusobacterium necrophorum,2,2016
Exophiala species,2,2016
Streptococcus gallolyticus,2,2016
Raoultella planticola,2,2016
Proteus penneri,1,2016
Exophiala jeanselmei,1,2016
Campylobacter species,1,2016
Achromobacter denitrificans,1,2016
Vibrio parahaemolyticus,1,2016
Trichophyton species,1,2016
Bacteroides fluxus,1,2016
Delftia acidovorans,1,2016
Trueperella bernardiae,1,2016
Finegoldia magna,1,2016
Cryptococcus species,1,2016
Oligella urethralis,1,2016
Peptoniphilus species,1,2016
Streptococcus sanguinis,1,2016
Candida duobushaemulonii,1,2016
Lactococcus species,1,2016
Mycobacterium kansasii,1,2016
Clostridium bartlettii,1,2016
Vagococcus fluvialis,1,2016
Haemophilus species,1,2016
Clostridium innocuum,1,2016
Gardnerella vaginalis,1,2016
Bacteroides ovatus,1,2016
Brucella melitensis,1,2016
Citrobacter braakii,1,2016
Prevotella melaninogenica,1,2016
Scedosporium apiospermum,1,2016
Prevotella oralis,1,2016
Corynebacterium accolens,1,2016
Staphylococcus warneri,1,2016
Cryptococcus curvatus,1,2016
Pediococcus species,1,2016
Staphylococcus simulans,1,2016
Candida famata,1,2016
Candida lipolytica,1,2016
Vibrio fluvialis,1,2016
Cryptococcus laurentii,1,2016
Ralstonia mannitolilytica,1,2016
Fungal Hyphae,1,2016
Salmonella group E,1,2016
Enterocloster clostridioformis,1,2016
Corynebacterium pseudodiphtheriticum,1,2016
"Vibrio cholerae, non-O1/non-O139",1,2016
Comamonas kerstersii,1,2016
Veillonella parvula,1,2016
Staphylococcus caprae,1,2016
Corynebacterium propinquum,1,2016
Paenibacillus lautus,1,2016
Acinetobacter lwoffii,1,2016
Neisseria meningitidis,1,2016
Streptococcus dysgalactiae subsp. dysgalactiae,1,2016
Pluralibacter gergoviae,1,2016
Eubacterium limosum,1,2016
Corynebacterium glucuronolyticum,1,2016
Ralstonia picketti,1,2016
Lactococcus garvieae,1,2016
Brevundimonas species,1,2016
Salmonella Typhi,1,2016
Chaetomium species,1,2016
Prevotella timonensis,1,2016
Aerococcus urinae,1,2016
Aerococcus viridans,1,2016
Alcaligenes faecalis,1,2016
Anaerococcus prevotii,1,2016
Trichosporon inkin,1,2016
Actinomyces meyeri,1,2016
Staphylococcus cohnii,1,2016
Ochroconis species,1,2016
Vibrio furnissii,1,2016
Escherichia fergusonii,1,2016
Shewanella algae,1,2016
Aggregatibacter species,1,2016
Solobacterium moorei,1,2016
Mycobacterium avium,1,2016
Streptococcus oralis,1,2016
Fungus,1,2016
Malassezia species,1,2016
Brevibacterium species,1,2016
Citrobacter freundii complex,1,2016
Edwardsiella species,1,2016
Edwardsiella tarda,1,2016
Ochrobactrum species,1,2016
Aeromonas veronii biovar sobria,1,2016
Gram-negative cocci,1,2016
Streptococcus gordonii,1,2016
Corynebacterium tuberculostearicum,1,2016
Issatchenkia orientalis,1,2016
Enterococcus hirae,1,2016
Escherichia coli,3910,2017
Candida albicans,3490,2017
Pseudomonas aeruginosa,2704,2017
Methicillin resistant Staphylococcus aureus,2544,2017
Klebsiella pneumoniae,1854,2017
"Staphylococcus, coagulase negative",1266,2017
Stenotrophomonas maltophilia,1154,2017
Staphylococcus aureus,1144,2017
Klebsiella species,1078,2017
Enterococcus faecium,984,2017
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,936,2017
Enterococcus species,868,2017
Candida species,816,2017
Mycobacterium tuberculosis,692,2017
Candida tropicalis,554,2017
Proteus mirabilis,526,2017
Enterococcus faecalis,516,2017
Yeast,506,2017
Candida parapsilosis,438,2017
Diphtheroids,434,2017
Candida glabrata,398,2017
Corynebacterium striatum,396,2017
Enterobacter species,392,2017
Mycobacterium species,356,2017
Acinetobacter baumannii group,346,2017
Enterobacter cloacae complex,322,2017
Gram-negative bacilli,320,2017
Acinetobacter species,276,2017
Klebsiella aerogenes,242,2017
Alpha-haemolytic streptococcus,238,2017
Morganella morganii,204,2017
Proteus species,180,2017
Citrobacter species,178,2017
Clostridioides difficile,164,2017
Haemophilus influenzae,156,2017
Serratia marcescens,136,2017
Rothia mucilaginosa,134,2017
Streptococcus pneumoniae,132,2017
Neisseria species,128,2017
Streptococcus agalactiae,124,2017
Aeromonas species,124,2017
Bacteroides fragilis group,116,2017
Serratia species,116,2017
Bacteroides fragilis,106,2017
Burkholderia cepacia complex,102,2017
Klebsiella oxytoca,94,2017
Streptococcus pyogenes,88,2017
Streptococcus anginosus,88,2017
Gram-positive cocci,86,2017
Staphylococcus epidermidis,84,2017
Coliform bacteria,84,2017
Bacillus species,76,2017
Bacteroides species,74,2017
Clostridium perfringens,74,2017
Citrobacter koseri,64,2017
"Streptococcus, group G",62,2017
Pseudomonas species,60,2017
Providencia stuartii,60,2017
Candida parapsilosis complex,60,2017
Lactobacillus species,58,2017
"Streptococcus, viridans group",56,2017
Trichosporon species,56,2017
Vibrio vulnificus,56,2017
Mycobacterium tuberculosis complex,54,2017
Mould,54,2017
Staphylococcus capitis,52,2017
Trichosporon asahii,50,2017
Salmonella group D,50,2017
Staphylococcus lugdunensis,42,2017
Achromobacter species,42,2017
Citrobacter freundii,42,2017
Aspergillus fumigatus,40,2017
Pichia kudriavzevii,40,2017
Candida lusitaniae,40,2017
Corynebacterium species,38,2017
Moraxella catarrhalis,36,2017
Enterococcus avium,34,2017
Streptococcus species,34,2017
Streptococcus dysgalactiae,34,2017
Streptococcus mitis group,30,2017
Gram-positive bacilli,30,2017
Salmonella group B,30,2017
Micrococcus species,28,2017
Eggerthella lenta,28,2017
Streptococcus milleri group,26,2017
Bacteroides thetaiotaomicron,26,2017
Clostridium species,26,2017
Cryptococcus neoformans,26,2017
Propionibacterium species,24,2017
Elizabethkingia meningoseptica,24,2017
Mycobacterium avium complex,24,2017
Enterobacter cloacae,24,2017
Corynebacterium urealyticum,22,2017
Staphylococcus species,22,2017
Aspergillus species,22,2017
Fusobacterium species,22,2017
Mycobacterium abscessus,20,2017
Enterococcus gallinarum,20,2017
Haemophilus parainfluenzae,20,2017
Anaerobic Gram-negative bacilli,20,2017
Cutibacterium acnes,20,2017
Sphingomonas paucimobilis,20,2017
Enterococcus casseliflavus,18,2017
Streptococcus bovis group,18,2017
Burkholderia cepacia,18,2017
Streptococcus constellatus,18,2017
Enterococcus raffinosus,18,2017
Veillonella species,18,2017
Elizabethkingia species,16,2017
Prevotella species,16,2017
Anaerobic Gram-positive bacilli,16,2017
Candida guilliermondii,16,2017
Alcaligenes faecalis,16,2017
Streptococcus gallolyticus subspecies pasteurianus,16,2017
Micrococcus luteus,16,2017
Legionella pneumophila serogroup 1,14,2017
Brevibacterium species,14,2017
Malassezia pachydermatis,14,2017
Leuconostoc species,14,2017
Kodamaea ohmeri,14,2017
Providencia rettgeri,14,2017
Proteus vulgaris,14,2017
Plesiomonas shigelloides,12,2017
Achromobacter xylosoxidans,12,2017
Corynebacterium jeikeium,12,2017
Salmonella Enteritidis,12,2017
Bacteroides ovatus,12,2017
Chryseobacterium gleum,12,2017
Providencia species,12,2017
Peptostreptococcus species,12,2017
Mycobacterium kansasii,12,2017
Moraxella species,12,2017
Talaromyces marneffei,10,2017
Prevotella intermedia,10,2017
Flavobacterium species,10,2017
Streptococcus dysgalactiae subsp. equisimilis,10,2017
Non-fermentative Gram-negative bacilli,10,2017
Staphylococcus haemolyticus,10,2017
Chryseobacterium species,8,2017
Bacillus cereus group,8,2017
Salmonella london,8,2017
Parvimonas micra,8,2017
Propionibacterium granulosum,8,2017
Shewanella putrefaciens,8,2017
Salmonella typhimurium,8,2017
Mycobacterium fortuitum complex,8,2017
Streptococcus intermedius,8,2017
Aeromonas veronii biovar sobria,8,2017
Kluyvera species,8,2017
Salmonella group C,8,2017
Acinetobacter baumannii,8,2017
Streptococcus parasanguinis,8,2017
Saccharomyces cerevisiae,8,2017
Peptoniphilus harei,8,2017
Non-haemolytic streptococcus,8,2017
Finegoldia magna,8,2017
Prevotella denticola,6,2017
Staphylococcus caprae,6,2017
Cupriavidus gilardii,6,2017
Vibrio alginolyticus,6,2017
Neisseria meningitidis,6,2017
Anaerococcus species,6,2017
Parabacteroides distasonis,6,2017
Actinomyces species,6,2017
Streptococcus salivarius group,6,2017
Aggregatibacter aphrophilus,6,2017
Bifidobacterium species,6,2017
Lactobacillus fermentum,6,2017
Aeromonas caviae,6,2017
Tsukamurella species,6,2017
Haemophilus parahaemolyticus,6,2017
Streptococcus sanguinis,6,2017
Streptococcus gallolyticus,6,2017
Microbacterium species,6,2017
Staphylococcus hominis,6,2017
Prevotella bivia,6,2017
Enterococcus hirae,6,2017
Clostridium innocuum,6,2017
Candida metapsilosis,6,2017
Salmonella species,6,2017
Anaerobic Gram-positive cocci,6,2017
Dermabacter hominis,6,2017
Aeromonas veronii,6,2017
Pseudomonas putida,6,2017
Klebsiella variicola,4,2017
Candida nivariensis,4,2017
Rapid growing mycobacteria,4,2017
Aspergillus niger,4,2017
Alistipes species,4,2017
Sphingomonas species,4,2017
Haemophilus haemolyticus,4,2017
Aspergillus flavus,4,2017
Delftia acidovorans,4,2017
Streptococcus suis,4,2017
Corynebacterium pseudodiphtheriticum,4,2017
Bacteroides vulgatus,4,2017
Granulicatella adiacens,4,2017
Bacillus cereus,4,2017
Candida norvegensis,4,2017
Candida dubliniensis,4,2017
Shewanella species,4,2017
Fusobacterium mortiferum,4,2017
Anaerobic diphtheroids,4,2017
Acinetobacter ursingii,4,2017
Mycobacterium obuense,4,2017
Pediococcus species,4,2017
Gordonia species,4,2017
Pantoea species,4,2017
Anaerobic Gram-negative cocci,4,2017
Citrobacter amalonaticus,4,2017
Aeromonas hydrophila,4,2017
Trichophyton species,4,2017
Staphylococcus saccharolyticus,4,2017
Streptococcus canis,4,2017
Gram-negative coccobacilli,4,2017
Citrobacter braakii,4,2017
Campylobacter jejuni subsp. Jejuni,4,2017
Corynebacterium tuberculostearicum,4,2017
Ochrobactrum species,4,2017
Edwardsiella species,4,2017
Streptococcus salivarius,4,2017
Raoultella planticola,4,2017
Aspergillus terreus,4,2017
Gram-positive coccobacilli,4,2017
Bacteroides nordii,4,2017
Pseudomonas stutzeri,4,2017
Mycobacterium fortuitum,4,2017
Corynebacterium amycolatum,4,2017
Listeria monocytogenes,4,2017
Leuconostoc lactis,2,2017
Veillonella parvula,2,2017
Turicella otitidis,2,2017
Peptostreptococcus anaerobius,2,2017
Eubacterium limosum,2,2017
Streptococcus gallolyticus subspecies gallolyticus,2,2017
Prevotella oris,2,2017
Leclercia adecarboxylata,2,2017
Acidaminococcus intestini,2,2017
Ralstonia picketti,2,2017
Brachybacterium species,2,2017
Absidia corymbifera,2,2017
Bacteroides uniformis,2,2017
Parabacteroides goldsteinii,2,2017
Clostridium butyricum,2,2017
Pseudomonas putida group,2,2017
Bacteroides intestinalis,2,2017
Campylobacter species,2,2017
Leifsonia species,2,2017
Kocuria palustris,2,2017
Campylobacter rectus,2,2017
Bordetella hinzii,2,2017
Capnocytophaga species,2,2017
Mycobacterium chelonae,2,2017
Paenibacillus species,2,2017
Enterocloster clostridioformis,2,2017
Alistipes finegoldii,2,2017
Trichophyton mentagrophytes,2,2017
Vibrio furnissii,2,2017
Staphylococcus warneri,2,2017
Arthrobacter cumminsii,2,2017
Salmonella Typhi,2,2017
Chryseomonas luteola,2,2017
Exophiala dermatitidis,2,2017
Capnocytophaga sputigena,2,2017
Atopobium rimae,2,2017
Actinomyces odontolyticus,2,2017
Citrobacter youngae,2,2017
Streptococcus gordonii,2,2017
Bordetella bronchiseptica,2,2017
Shewanella algae,2,2017
Dysgonomonas gadei,2,2017
Pichia species,2,2017
Fusarium species,2,2017
Fusarium dimerum,2,2017
Slackia exigua,2,2017
Dialister pneumosintes,2,2017
Aggregatibacter actinomycetemcomitans,2,2017
Proteus hauseri,2,2017
Prevotella buccae,2,2017
Arcanobacterium haemolyticum,2,2017
Saccharomyces species,2,2017
Gemella species,2,2017
Candida famata,2,2017
Comamonas species,2,2017
Microbacterium paraoxydans,2,2017
Comamonas kerstersii,2,2017
Malassezia species,2,2017
Candida duobushaemulonii,2,2017
Alcaligenes species,2,2017
Peptostreptococcus micros,2,2017
Lactobacillus rhamnosus,2,2017
Staphylococcus sciuri,2,2017
Candida orthopsilosis,2,2017
Prevotella melaninogenica,2,2017
Photobacterium damselae subsp damselae,2,2017
Ralstonia species,2,2017
Streptococcus lutetiensis,2,2017
Escherichia coli,5001,2018
Candida albicans,2806,2018
Pseudomonas aeruginosa,2175,2018
Methicillin resistant Staphylococcus aureus,2013,2018
Klebsiella pneumoniae,1785,2018
Klebsiella species,1130,2018
"Staphylococcus, coagulase negative",1051,2018
Enterococcus faecium,1035,2018
Stenotrophomonas maltophilia,1033,2018
Staphylococcus aureus,911,2018
Enterococcus species,891,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,870,2018
Candida species,782,2018
Candida tropicalis,705,2018
Proteus mirabilis,672,2018
Candida glabrata,548,2018
Enterococcus faecalis,491,2018
Corynebacterium striatum,447,2018
Candida parapsilosis,426,2018
Diphtheroids,411,2018
Yeast,355,2018
Enterobacter cloacae complex,322,2018
Mycobacterium tuberculosis,312,2018
Acinetobacter baumannii group,310,2018
Enterobacter species,286,2018
Alpha-haemolytic streptococcus,256,2018
Proteus species,233,2018
Clostridioides difficile,182,2018
Gram-negative bacilli,180,2018
Citrobacter species,168,2018
Morganella morganii,167,2018
Mycobacterium species,152,2018
Neisseria species,145,2018
Streptococcus anginosus,133,2018
Klebsiella aerogenes,128,2018
Rothia mucilaginosa,125,2018
Mycobacterium tuberculosis complex,124,2018
Bacteroides fragilis,118,2018
Acinetobacter species,105,2018
Burkholderia cepacia complex,104,2018
Serratia species,103,2018
Haemophilus influenzae,101,2018
Coliform bacteria,100,2018
Aeromonas species,100,2018
Staphylococcus epidermidis,90,2018
Streptococcus agalactiae,87,2018
Bacillus species,81,2018
Providencia stuartii,80,2018
Bacteroides species,80,2018
"Streptococcus, group G",79,2018
Streptococcus pneumoniae,77,2018
Streptococcus pyogenes,76,2018
Gram-positive cocci,68,2018
Pseudomonas species,67,2018
Pichia kudriavzevii,65,2018
Lactobacillus species,63,2018
Clostridium perfringens,62,2018
Enterococcus gallinarum,60,2018
Enterococcus avium,59,2018
Klebsiella oxytoca,57,2018
Bacteroides fragilis group,51,2018
Serratia marcescens,51,2018
Salmonella group D,50,2018
Corynebacterium species,49,2018
Citrobacter koseri,47,2018
Streptococcus constellatus,47,2018
Aspergillus fumigatus,47,2018
"Streptococcus, viridans group",45,2018
Candida parapsilosis complex,45,2018
