Organism,Count,Year
Rapid growing mycobacteria,7,2018
Vibrio parahaemolyticus,7,2018
Fusarium species,7,2018
Pichia norvegensis,7,2018
Gram-positive coccobacilli,7,2018
Acinetobacter baumannii,7,2018
Raoultella species,7,2018
Raoultella planticola,6,2018
Comamonas species,6,2018
Pseudomonas putida group,6,2018
Kluyveromyces marxianus,6,2018
Histoplasma capsulatum,6,2018
Citrobacter amalonaticus,6,2018
Salmonella typhimurium,6,2018
"Vibrio cholerae, non-O1/non-O139",6,2018
Lactobacillus gasseri,6,2018
Bifidobacterium longum,6,2018
Clostridium innocuum,6,2018
Eikenella corrodens,6,2018
Nocardia farcinica,6,2018
Corynebacterium pseudodiphtheriticum,6,2018
Pediococcus species,6,2018
Prevotella nigrescens,6,2018
Candida norvegensis,6,2018
Cryptococcus species,6,2018
Pseudomonas mendocina,6,2018
Bacteroides cellulosilyticus,6,2018
Kluyvera species,6,2018
Edwardsiella tarda,5,2018
Peptoniphilus species,5,2018
Enterococcus cecorum,5,2018
Aeromonas veronii,5,2018
Anaerobic diphtheroids,5,2018
Staphylococcus saprophyticus,5,2018
Dialister pneumosintes,5,2018
Aerococcus species,5,2018
Actinotignum species,5,2018
Bacteroides pyogenes,5,2018
Mycobacterium chelonae,5,2018
Pluralibacter gergoviae,5,2018
Brevibacillus parabrevis,5,2018
Proteus hauseri,5,2018
Pasteurella multocida,5,2018
Saccharomyces species,5,2018
Fusobacterium necrophorum,5,2018
Gardnerella vaginalis,5,2018
Pseudomonas otitidis,5,2018
Neisseria meningitidis,5,2018
Candida nivariensis,5,2018
Streptococcus sinensis,5,2018
Candida orthopsilosis,5,2018
Streptococcus salivarius group,4,2018
Dermacoccus species,4,2018
Gemella species,4,2018
Geotrichum species,4,2018
Burkholderia cepacia,4,2018
Prevotella oris,4,2018
Aerococcus urinae,4,2018
Campylobacter coli,4,2018
Campylobacter fetus,4,2018
Kocuria species,4,2018
Klebsiella pneumoniae complex,4,2018
Fungal Hyphae,4,2018
Streptococcus equi subsp. equi,4,2018
Burkholderia species,4,2018
Curvularia species,4,2018
Alcaligenes species,4,2018
Edwardsiella species,4,2018
Veillonella parvula,4,2018
Clostridium tertium,4,2018
Staphylococcus pseudintermedius,4,2018
Candida rugosa,4,2018
Aggregatibacter segnis,4,2018
Haemophilus species,4,2018
Actinobaculum schaalii,4,2018
Paenibacillus species,4,2018
Sphingobacterium species,4,2018
Mycobacterium mageritense,4,2018
Corynebacterium macginleyi,4,2018
Absidia corymbifera,4,2018
Rothia species,3,2018
Acinetobacter ursingii,3,2018
Cupriavidus species,3,2018
Bifidobacterium species,3,2018
Vibrio furnissii,3,2018
Prevotella disiens,3,2018
Trueperella bernardiae,3,2018
Trichosporon mucoides,3,2018
Aeromonas sobria,3,2018
Enterococcus durans,3,2018
Mycobacterium mucogenicum group,3,2018
Legionella species,3,2018
Arthrobacter species,3,2018
Staphylococcus cohnii,3,2018
Acid-fast bacillus,3,2018
Prevotella heparinolytica,3,2018
Aspergillus fumigatus complex,3,2018
Dermabacter hominis,3,2018
Neisseria gonorrhoeae,3,2018
Acidovorax temperans,3,2018
Scedosporium apiospermum complex,3,2018
Burkholderia pseudomallei,3,2018
Lactobacillus paracasei,3,2018
Bacteroides nordii,3,2018
Sphingomonas species,3,2018
Aggregatibacter aphrophilus,3,2018
Salmonella group G,3,2018
Brevibacterium casei,3,2018
Citrobacter braakii,3,2018
Escherichia fergusonii,3,2018
Porphyromonas species,3,2018
Ruminococcus gnavus,3,2018
Streptococcus mitis,3,2018
Clostridium paraputrificum,3,2018
Fusobacterium nucleatum,3,2018
Penicillium species,3,2018
Atopobium rimae,3,2018
Globicatella sanguinis,3,2018
Shewanella putrefaciens,3,2018
Gram-negative cocci,3,2018
Aeromonas veronii biovar sobria,3,2018
Brevibacterium species,3,2018
Proteus penneri,3,2018
Streptococcus gallolyticus subspecies gallolyticus,3,2018
Acinetobacter lwoffii,3,2018
Trichophyton species,3,2018
Dermabacter species,3,2018
Prevotella corporis,2,2018
Bordetella bronchiseptica,2,2018
Alistipes species,2,2018
Rahnella aquatilis,2,2018
Pseudomonas mosselii,2,2018
Eubacterium aerofaciens,2,2018
Mycobacterium xenopi,2,2018
Anaerococcus tetradius,2,2018
Pasteurella species,2,2018
Aggregatibacter actinomycetemcomitans,2,2018
Acinetobacter bereziniae,2,2018
Brachybacterium species,2,2018
Mycobacterium iranicum,2,2018
Cryptococcus gattii,2,2018
Anaerobic Gram-negative cocci,2,2018
Leuconostoc lactis,2,2018
Corynebacterium afermentans,2,2018
Attenuated Mycobacterium bovis,2,2018
Methylobacterium species,2,2018
Streptococcus lutetiensis,2,2018
Neisseria flavescens,2,2018
Curtobacterium flaccumfaciens,2,2018
Acinetobacter guillouiae,2,2018
Deinococcus species,2,2018
Dietzia cinnamea,2,2018
Acinetobacter variabilis,2,2018
Bifidobacterium breve,2,2018
Porphyromonas somerae,2,2018
Mucor species,2,2018
Salmonella singapore,2,2018
Corynebacterium pyruviciproducens,2,2018
Clostridium disporicum,2,2018
Mycobacterium rufum,2,2018
Aerococcus viridans,2,2018
Mycobacterium parascrofulaceum,2,2018
Rhodotorula species,2,2018
Propionibacterium avidum,2,2018
Ralstonia mannitolilytica,2,2018
Corynebacterium propinquum,2,2018
Rothia dentocariosa,2,2018
Anaerococcus species,2,2018
Hafnia alvei,2,2018
Oligella urethralis,2,2018
Cellulosimicrobium cellulans,2,2018
Fusarium solani complex,2,2018
Peptoniphilus asaccharolyticus,2,2018
Streptococcus dysgalactiae subsp. dysgalactiae,2,2018
Bacteroides stercoris,2,2018
Capnocytophaga species,2,2018
Streptococcus infantarius,2,2018
Myroides species,2,2018
Clostridium cadaveris,2,2018
Facklamia ignava,2,2018
Streptococcus mutans,2,2018
Neisseria elongata,2,2018
Ochrobactrum intermedium,2,2018
Aspergillus niger,2,2018
Rhodotorula rubra,2,2018
Campylobacter species,2,2018
Tsukamurella tyrosinosolvens,2,2018
Corynebacterium minutissimum,2,2018
Vibrio alginolyticus,2,2018
Kytococcus schroeteri,1,2018
Gram-positive cocci in chains,1,2018
Sphingomonas pseudosanguinis,1,2018
Paracoccus sanguinis,1,2018
Solobacterium moorei,1,2018
Clostridium celatum,1,2018
Roseomonas species,1,2018
Brevundimonas vesicularis,1,2018
Veillonella dispar,1,2018
Arthrobacter cumminsii,1,2018
Prevotella nanceiensis,1,2018
Abiotrophia defectiva,1,2018
Trichophyton mentagrophytes,1,2018
Candida utilis,1,2018
Anaerococcus vaginalis,1,2018
Shigella sonnei,1,2018
Helcococcus species,1,2018
Bacteroides eggerthii,1,2018
Corynebacterium glucuronolyticum,1,2018
Pseudomonas nitroreducens,1,2018
Prevotella oralis,1,2018
Acinetobacter johnsonii,1,2018
Clostridium hathewayi,1,2018
Raoultella ornithinolytica,1,2018
Arcobacter species,1,2018
Arcanobacterium species,1,2018
Turicibacter sanguinis,1,2018
Pseudomonas oryzihabitans,1,2018
Salmonella group M,1,2018
Gleimia europaea,1,2018
Citrobacter sedlakii,1,2018
Streptococcus suis,1,2018
Clostridium septicum,1,2018
Citrobacter youngae,1,2018
Sutterella species,1,2018
Pediococcus pentosaceus,1,2018
Megamonas species,1,2018
Salmonella group Q,1,2018
Pseudomonas fluorescens,1,2018
Pseudomonas guariconensis,1,2018
Elizabethkingia miricola,1,2018
Porphyromonas uenonis,1,2018
Lactobacillus crispatus,1,2018
Staphylococcus condimenti,1,2018
Acinetobacter pittii,1,2018
Anaerobic Gram-negative coccobacilli,1,2018
Cetobacterium somerae,1,2018
Kocuria rhizophila,1,2018
Comamonas kerstersii,1,2018
Salmonella bareilly,1,2018
Staphylococcus pettenkoferi,1,2018
Psychrobacillus species,1,2018
Candida lipolytica,1,2018
Prevotella baroniae,1,2018
Salmonella Typhi,1,2018
Klebsiella pneumoniae subsp. Ozaenae,1,2018
Anaerococcus prevotii,1,2018
Capnocytophaga canimorsus,1,2018
Dermacoccus nishinomiyaensis,1,2018
Corynebacterium aurimucosum,1,2018
Parabacteroides species,1,2018
Delftia acidovorans,1,2018
Pediococcus acidilactici,1,2018
Curtobacterium species,1,2018
Streptococcus peroris,1,2018
Burkholderia gladioli,1,2018
Anaerococcus murdochii,1,2018
Campylobacter ureolyticus,1,2018
Mycobacterium obuense,1,2018
Mycobacterium terrae complex,1,2018
Prevotella pallens,1,2018
Microbacterium species,1,2018
Enterococcus thailandicus,1,2018
Olsenella species,1,2018
Candida famata,1,2018
Serratia fonticola,1,2018
Paenibacillus glucanolyticus,1,2018
Parabacteroides merdae,1,2018
Aerococcus sanguinicola,1,2018
Lysinibacillus species,1,2018
Actinomyces oris,1,2018
Candida zeylanoides,1,2018
Lactobacillus delbrueckii,1,2018
Helcococcus kunzii,1,2018
Alistipes putredinis,1,2018
Clostridium bifermentans,1,2018
Campylobacter rectus,1,2018
Meyerozyma guilliermondii,1,2018
Bacteroides xylanisolvens,1,2018
Clostridium symbiosum,1,2018
Moraxella osloensis,1,2018
Actinomyces radingae,1,2018
Bacteroides intestinalis,1,2018
Actinomyces urogenitalis,1,2018
Salmonella saintpaul,1,2018
Christensenella species,1,2018
Shigella species,1,2018
Rhodococcus species,1,2018
Beta-haemolytic streptococcus,1,2018
Mycobacterium gordonae,1,2018
Nutritionally Variant Streptococcus,1,2018
Delftia species,1,2018
Enterocloster clostridioformis,1,2018
Malassezia pachydermatis,1,2018
Weissella confusa,1,2018
Paecilomyces species,1,2018
Mycobacterium fortuitum,1,2018
Gram-negative coccobacilli,1,2018
Malassezia species,1,2018
Haemophilus haemolyticus,1,2018
Actinotignum schaalii,1,2018
Absidia species,1,2018
Odoribacter splanchnicus,1,2018
Actinomyces israelii,1,2018
Bordetella species,1,2018
"Mycobacterium, non-TB",1,2018
Clostridium bartlettii,1,2018
Neurospora species,1,2018
Pseudomonas stutzeri,1,2018
Nocardia farcinica complex,1,2018
Pseudoclavibacter,1,2018
Bordetella hinzii,1,2018
Actinomyces georgiae,1,2018
Prevotella timonensis,1,2018
Vagococcus fluvialis,1,2018
Corynebacterium coyleae,1,2018
Serratia liquefaciens,1,2018
Shigella flexneri,1,2018
Corynebacterium simulans,1,2018
Kluyvera ascorbata,1,2018
Paenibacillus illinoisensis,1,2018
Actinomyces neuii,1,2018
Campylobacter gracilis,1,2018
Blastoschizomyces capitatus,1,2018
Capnocytophaga sputigena,1,2018
Pseudomonas alcaligenes,1,2018
Streptococcus iniae,1,2018
Cupriavidus gilardii,1,2018
Neisseria subflava,1,2018
Veillonella montpellierensis,1,2018
Acinetobacter haemolyticus,1,2018
Cronobacter species,1,2018
Acremonium species,1,2018
Escherichia coli,3451,2020
Candida albicans,1507,2020
Pseudomonas aeruginosa,1310,2020
Klebsiella pneumoniae,1238,2020
Methicillin resistant Staphylococcus aureus,1208,2020
Enterococcus faecium,800,2020
Proteus mirabilis,600,2020
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,600,2020
Staphylococcus aureus,581,2020
Klebsiella species,552,2020
"Staphylococcus, coagulase negative",487,2020
Enterococcus faecalis,484,2020
Candida glabrata,426,2020
Candida tropicalis,384,2020
Corynebacterium striatum,332,2020
Stenotrophomonas maltophilia,320,2020
Candida species,299,2020
Enterobacter cloacae complex,250,2020
Mycobacterium tuberculosis,181,2020
Klebsiella aerogenes,174,2020
Candida parapsilosis,146,2020
Bacteroides fragilis,142,2020
Mycobacterium tuberculosis complex,136,2020
Morganella morganii,133,2020
Streptococcus agalactiae,107,2020
Coliform bacteria,103,2020
Streptococcus anginosus,101,2020
Citrobacter species,80,2020
Yeast,77,2020
Candida auris,75,2020
Enterococcus avium,65,2020
Aeromonas species,61,2020
Bacteroides species,60,2020
Serratia marcescens,56,2020
Diphtheroids,53,2020
Citrobacter koseri,51,2020
Clostridioides difficile,50,2020
Klebsiella variicola,50,2020
Streptococcus constellatus,48,2020
Clostridium perfringens,44,2020
Staphylococcus epidermidis,43,2020
Proteus species,42,2020
Corynebacterium species,41,2020
Serratia species,38,2020
Burkholderia cepacia complex,37,2020
Gram-negative bacilli,35,2020
Enterococcus raffinosus,35,2020
Streptococcus mitis group,35,2020
Streptococcus pneumoniae,35,2020
Streptococcus dysgalactiae,33,2020
Staphylococcus capitis,32,2020
Lactobacillus species,32,2020
Streptococcus species,32,2020
Candida dubliniensis,32,2020
"Streptococcus, group G",31,2020
Klebsiella oxytoca,31,2020
Mycobacterium avium complex,29,2020
Bacteroides fragilis group,28,2020
Salmonella Enteritidis,28,2020
Citrobacter freundii,27,2020
Candida lusitaniae,27,2020
Alpha-haemolytic streptococcus,27,2020
Pichia kudriavzevii,26,2020
Streptococcus dysgalactiae subsp. equisimilis,26,2020
Elizabethkingia species,26,2020
Veillonella species,25,2020
Salmonella group D,24,2020
Vibrio vulnificus,24,2020
Bacteroides thetaiotaomicron,23,2020
Klebsiella pneumoniae complex,23,2020
Candida guilliermondii,22,2020
Anaerobic bacteria,22,2020
Staphylococcus lugdunensis,22,2020
Streptococcus parasanguinis,21,2020
Enterococcus gallinarum,19,2020
Bacillus species,19,2020
Enterococcus casseliflavus,19,2020
Acinetobacter species,18,2020
Prevotella species,17,2020
Providencia stuartii,17,2020
Anaerobic Gram-negative bacilli,16,2020
Haemophilus influenzae,15,2020
Eggerthella lenta,15,2020
Staphylococcus hominis,15,2020
Streptococcus salivarius,15,2020
Corynebacterium urealyticum,15,2020
Prevotella bivia,15,2020
Actinomyces species,15,2020
Mycobacterium species,14,2020
Bacteroides vulgatus,14,2020
Enterococcus species,14,2020
"Streptococcus, viridans group",14,2020
Mycobacterium abscessus,13,2020
Streptococcus intermedius,13,2020
Streptococcus gallolyticus,13,2020
Corynebacterium amycolatum,13,2020
Streptococcus bovis group,12,2020
Trichosporon asahii,12,2020
Fusobacterium varium,12,2020
Mycobacterium fortuitum complex,12,2020
Staphylococcus caprae,12,2020
Moraxella catarrhalis,12,2020
Bacteroides ovatus,12,2020
Alcaligenes faecalis,11,2020
Chryseobacterium indologenes,11,2020
Talaromyces marneffei,11,2020
Pseudomonas species,11,2020
Trichophyton rubrum,10,2020
Achromobacter species,10,2020
Neisseria species,10,2020
Peptostreptococcus anaerobius,10,2020
Aeromonas hydrophila,9,2020
Lactobacillus fermentum,9,2020
Clostridium species,9,2020
Gram-positive cocci,9,2020
Enterobacter species,9,2020
Pichia species,9,2020
Rothia mucilaginosa,9,2020
Trichosporon species,8,2020
Bacillus cereus group,8,2020
Shewanella species,8,2020
Streptococcus pyogenes,8,2020
Peptostreptococcus species,8,2020
Finegoldia magna,8,2020
Citrobacter freundii complex,8,2020
Salmonella group B,7,2020
Candida parapsilosis complex,7,2020
Enterococcus hirae,7,2020
Clostridium innocuum,7,2020
Streptococcus sanguinis,7,2020
Candida metapsilosis,7,2020
Corynebacterium jeikeium,7,2020
Achromobacter xylosoxidans,7,2020
Streptococcus milleri group,7,2020
Providencia rettgeri,6,2020
Candida glabrata complex,6,2020
Fusobacterium nucleatum,6,2020
Fusobacterium species,6,2020
Prevotella buccae,6,2020
Streptococcus gordonii,6,2020
Acinetobacter ursingii,6,2020
Lactobacillus salivarius,6,2020
Aspergillus species,6,2020
Salmonella species,6,2020
Aeromonas caviae,5,2020
Elizabethkingia meningoseptica,5,2020
Actinomyces odontolyticus,5,2020
Kluyveromyces marxianus,5,2020
Raoultella species,5,2020
Salmonella group E,5,2020
Proteus vulgaris,5,2020
Clostridium ramosum,5,2020
Listeria monocytogenes,5,2020
Pluralibacter gergoviae,5,2020
Abiotrophia defectiva,5,2020
Mycobacterium kansasii,5,2020
Clostridium paraputrificum,5,2020
Slackia exigua,5,2020
Lodderomyces elongisporus,5,2020
Candida orthopsilosis,5,2020
Streptococcus gallolyticus subspecies pasteurianus,5,2020
Enterobacter cloacae,5,2020
Kocuria species,5,2020
Parabacteroides distasonis,4,2020
Parabacteroides goldsteinii,4,2020
Elizabethkingia miricola,4,2020
Salmonella group C,4,2020
Staphylococcus species,4,2020
Bacteroides uniformis,4,2020
Providencia species,4,2020
Chryseobacterium gleum,4,2020
Elizabethkingia anophelis,4,2020
Mould,4,2020
Prevotella melaninogenica,4,2020
Citrobacter amalonaticus,4,2020
Chryseobacterium species,4,2020
Cryptococcus neoformans,4,2020
Parvimonas micra,4,2020
Anaerobic Gram-positive bacilli,3,2020
Lactococcus garvieae,3,2020
Staphylococcus haemolyticus,3,2020
Corynebacterium macginleyi,3,2020
Aerococcus urinae,3,2020
Bacteroides caccae,3,2020
Fusobacterium mortiferum,3,2020
Shewanella algae,3,2020
Anaerobic Gram-positive cocci,3,2020
Gemella morbillorum,3,2020
Corynebacterium tuberculostearicum,3,2020
Acid-fast bacillus,3,2020
Attenuated Mycobacterium bovis,3,2020
Aerococcus species,3,2020
Trueperella bernardiae,3,2020
Enterococcus thailandicus,3,2020
Pseudomonas putida group,3,2020
Lactobacillus paracasei,3,2020
Haemophilus parainfluenzae,3,2020
Gram-positive bacilli,3,2020
Prevotella intermedia,3,2020
Rhizobium radiobacter,2,2020
Corynebacterium afermentans,2,2020
Candida pelliculosa,2,2020
Prevotella oralis,2,2020
Moraxella species,2,2020
Propionibacterium species,2,2020
Ralstonia mannitolilytica,2,2020
Butyricimonas species,2,2020
Prevotella nanceiensis,2,2020
Lactobacillus delbrueckii,2,2020
Brevibacterium casei,2,2020
Ochrobactrum anthropi,2,2020
Plesiomonas shigelloides,2,2020
Eubacterium tenue,2,2020
Candida nivariensis,2,2020
Eubacterium aerofaciens,2,2020
Geotrichum species,2,2020
Actinomyces neuii,2,2020
Campylobacter coli,2,2020
Acinetobacter junii,2,2020
Lactobacillus gasseri,2,2020
Streptococcus pseudopneumoniae,2,2020
Sphingomonas paucimobilis,2,2020
Bacteroides nordii,2,2020
Micrococcus luteus,2,2020
Vibrio alginolyticus,2,2020
Aspergillus flavus,2,2020
Aeromonas veronii,2,2020
Corynebacterium simulans,2,2020
Streptococcus infantarius,2,2020
Citrobacter farmeri,2,2020
Nocardia farcinica,2,2020
Atopobium rimae,2,2020
Burkholderia pseudomallei,2,2020
Microbacterium paraoxydans,2,2020
Ralstonia picketti,2,2020
Acinetobacter bereziniae,2,2020
Peptoniphilus species,2,2020
Leclercia adecarboxylata,2,2020
Bacteroides massiliensis,2,2020
Kluyvera georgiana,2,2020
"Streptococcus, group C",2,2020
Streptococcus mutans,2,2020
Bifidobacterium species,2,2020
Prevotella timonensis,2,2020
Pseudomonas mendocina,2,2020
Citrobacter youngae,2,2020
Leuconostoc lactis,2,2020
Bilophila wadsworthia,2,2020
Eikenella corrodens,2,2020
Prevotella denticola,2,2020
Pantoea species,2,2020
Gemella species,2,2020
Propionibacterium avidum,2,2020
Corynebacterium pseudodiphtheriticum,2,2020
Globicatella species,1,2020
Burkholderia species,1,2020
Staphylococcus saprophyticus,1,2020
Mycobacterium gordonae,1,2020
Actinotignum sanguinis,1,2020
Kodamaea ohmeri,1,2020
Non-haemolytic streptococcus,1,2020
Anaerobic Gram-negative cocci,1,2020
Mucor species,1,2020
Cutibacterium acnes,1,2020
Lactobacillus sakei,1,2020
Globicatella sanguinis,1,2020
Gordonia sputi,1,2020
Gordonia species,1,2020
Eubacterium species,1,2020
Saccharomyces cerevisiae,1,2020
Parvimonas species,1,2020
Lactobacillus rhamnosus,1,2020
Penicillium species,1,2020
Peptoniphilus harei,1,2020
Edwardsiella tarda,1,2020
Edwardsiella species,1,2020
Pichia norvegensis,1,2020
"Vibrio cholerae, non-O1/non-O139",1,2020
Roseomonas mucosa,1,2020
Parabacteroides johnsonii,1,2020
Aspergillus niger,1,2020
Comamonas species,1,2020
Neisseria subflava,1,2020
Prevotella loescheii,1,2020
Mycobacterium neoaurum,1,2020
Legionella pneumophila,1,2020
Gleimia europaea,1,2020
Pseudomonas otitidis,1,2020
Streptococcus salivarius group,1,2020
Bifidobacterium dentium,1,2020
Rhodotorula species,1,2020
Micrococcus species,1,2020
Kluyvera intermedia,1,2020
Staphylococcus equorum,1,2020
Cronobacter species,1,2020
Vibrio parahaemolyticus,1,2020
Gordonibacter pamelaeae,1,2020
Meyerozyma species,1,2020
Alloscardovia omnicolens,1,2020
Veillonella atypica,1,2020
Paenibacillus barengoltzii,1,2020
Lactobacillus crispatus,1,2020
Staphylococcus pettenkoferi,1,2020
Bacillus licheniformis,1,2020
Campylobacter jejuni,1,2020
Salmonella group I,1,2020
Pseudomonas guariconensis,1,2020
Rothia dentocariosa,1,2020
Candida norvegensis,1,2020
Pasteurella multocida,1,2020
Dermacoccus species,1,2020
Proteus hauseri,1,2020
Capnocytophaga gingivalis,1,2020
Clostridium hathewayi,1,2020
Eubacterium limosum,1,2020
Kluyvera ascorbata,1,2020
Paenibacillus lautus,1,2020
Clostridium sporogenes,1,2020
Arthrobacter species,1,2020
Chryseobacterium hominis,1,2020
Aerococcus sanguinicola,1,2020
Porphyromonas gingivalis,1,2020
Acinetobacter guillouiae,1,2020
Candida rugosa,1,2020
Paenibacillus species,1,2020
Ochrobactrum intermedium,1,2020
Corynebacterium aurimucosum,1,2020
Prevotella disiens,1,2020
Gordonia bronchialis,1,2020
Corynebacterium resistens,1,2020
Raoultella planticola,1,2020
Streptococcus cristatus,1,2020
Kazachstania telluris,1,2020
Atopobium parvulum,1,2020
Prevotella nigrescens,1,2020
Enterococcus cecorum,1,2020
Prevotella heparinolytica,1,2020
Bacillus idriensis,1,2020
Bacillus megaterium,1,2020
Myroides species,1,2020
Dietzia species,1,2020
Gemella haemolysans,1,2020
Paenibacillus urinalis,1,2020
Streptococcus vestibularis,1,2020
Bacteroides cellulosilyticus,1,2020
Streptococcus gallolyticus subspecies gallolyticus,1,2020
Mycobacterium terrae complex,1,2020
Olsenella uli,1,2020
Prevotella baroniae,1,2020
Mycobacterium obuense,1,2020
Lactobacillus plantarum,1,2020
Clostridium tertium,1,2020
Cetobacterium somerae,1,2020
Anaerococcus murdochii,1,2020
Actinomyces naeslundii,1,2020
Actinotignum schaalii,1,2020
Paenibacillus glucanolyticus,1,2020
Acinetobacter schindleri,1,2020
Arcanobacterium haemolyticum,1,2020
Staphylococcus petrasii,1,2020
Mycobacterium chelonae,1,2020
Chryseobacterium taklimakanense,1,2020
Parabacteroides species,1,2020
Rothia aeria,1,2020
Cronobacter sakazakii,1,2020
Rothia endophytica,1,2020
Actinomyces neuii ss neuii,1,2020
Anaerococcus vaginalis,1,2020
Eggerthella species,1,2020
Clavispora opuntiae,1,2020
Non-fermentative Gram-negative bacilli,1,2020
Escherichia coli,7784,2021
Candida albicans,3991,2021
Pseudomonas aeruginosa,3860,2021
Methicillin resistant Staphylococcus aureus,3040,2021
Enterococcus faecium,2145,2021
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,2109,2021
Klebsiella pneumoniae,1932,2021
Klebsiella pneumoniae complex,1705,2021
Staphylococcus aureus,1484,2021
Proteus mirabilis,1365,2021
Candida glabrata,1066,2021
Enterococcus faecalis,1060,2021
Stenotrophomonas maltophilia,947,2021
Candida tropicalis,934,2021
"Staphylococcus, coagulase negative",887,2021
Klebsiella species,683,2021
Corynebacterium striatum,660,2021
Enterobacter cloacae complex,544,2021
Klebsiella aerogenes,518,2021
Mycobacterium tuberculosis,501,2021
Diphtheroids,440,2021
Candida parapsilosis,422,2021
Staphylococcus epidermidis,338,2021
Streptococcus agalactiae,331,2021
Candida species,326,2021
Morganella morganii,321,2021
Streptococcus anginosus,270,2021
Mycobacterium tuberculosis complex,269,2021
Aeromonas species,264,2021
Bacteroides fragilis,251,2021
Coliform bacteria,251,2021
Citrobacter species,239,2021
Clostridioides difficile,236,2021
Mycobacterium species,217,2021
Enterobacter species,215,2021
Candida parapsilosis complex,208,2021
Enterococcus species,187,2021
Alpha-haemolytic streptococcus,173,2021
"Streptococcus, group G",143,2021
Corynebacterium species,142,2021
Clostridium perfringens,135,2021
Gram-negative bacilli,132,2021
Bacteroides fragilis group,124,2021
Burkholderia cepacia complex,123,2021
Bacteroides species,116,2021
Neisseria species,114,2021
Yeast,107,2021
Enterococcus avium,106,2021
Citrobacter koseri,106,2021
Serratia species,105,2021
Proteus species,104,2021
Providencia stuartii,103,2021
Staphylococcus haemolyticus,97,2021
Candida auris,90,2021
Pichia kudriavzevii,88,2021
Streptococcus species,88,2021
Staphylococcus capitis,87,2021
Acinetobacter species,81,2021
Klebsiella oxytoca,76,2021
"Streptococcus, viridans group",75,2021
Bacillus species,75,2021
Rothia mucilaginosa,74,2021
Salmonella group D,70,2021
Trichosporon asahii,69,2021
Mycobacterium avium complex,68,2021
Acinetobacter baumannii,68,2021
Salmonella Enteritidis,67,2021
Candida dubliniensis,67,2021
Staphylococcus lugdunensis,66,2021
Streptococcus constellatus,65,2021
Haemophilus influenzae,64,2021
Serratia marcescens,61,2021
Lactobacillus species,60,2021
Streptococcus mitis group,57,2021
Enterococcus raffinosus,56,2021
Prevotella species,49,2021
Pseudomonas species,48,2021
Anaerobic bacteria,48,2021
Citrobacter freundii complex,48,2021
Enterococcus casseliflavus,47,2021
Gram-positive cocci,44,2021
Achromobacter species,44,2021
Elizabethkingia species,40,2021
Staphylococcus caprae,40,2021
Streptococcus pyogenes,40,2021
Kodamaea ohmeri,39,2021
Eggerthella lenta,37,2021
Candida lusitaniae,37,2021
Staphylococcus hominis,36,2021
Salmonella group B,36,2021
Streptococcus pneumoniae,35,2021
Burkholderia pseudomallei,35,2021
Mycobacterium abscessus,34,2021
Bacteroides thetaiotaomicron,31,2021
Flavobacterium species,31,2021
Enterococcus gallinarum,31,2021
Actinomyces species,29,2021
Candida orthopsilosis,29,2021
Klebsiella variicola,28,2021
Streptococcus bovis group,27,2021
Bacteroides vulgatus,27,2021
Mycobacterium kansasii,26,2021
Streptococcus dysgalactiae,25,2021
Peptostreptococcus species,25,2021
Anaerobic Gram-positive cocci,25,2021
Cutibacterium acnes,25,2021
Anaerobic Gram-negative bacilli,25,2021
Corynebacterium jeikeium,24,2021
Parabacteroides distasonis,23,2021
Corynebacterium urealyticum,23,2021
Fusobacterium species,22,2021
Talaromyces marneffei,21,2021
Parvimonas micra,21,2021
Cryptococcus neoformans,21,2021
Non-fermentative Gram-negative bacilli,21,2021
Aspergillus fumigatus,21,2021
Aspergillus species,20,2021
Streptococcus salivarius group,20,2021
Finegoldia magna,20,2021
Haemophilus parainfluenzae,20,2021
Candida metapsilosis,20,2021
Bacillus cereus group,20,2021
Acid-fast bacillus,20,2021
Citrobacter freundii,19,2021
Shewanella species,19,2021
Prevotella bivia,19,2021
Prevotella intermedia,19,2021
Streptococcus intermedius,19,2021
Anaerobic Gram-positive bacilli,19,2021
Candida guilliermondii,19,2021
Trichosporon species,19,2021
Streptococcus dysgalactiae subsp. equisimilis,18,2021
Streptococcus gallolyticus subspecies pasteurianus,18,2021
Propionibacterium species,18,2021
Salmonella species,18,2021
Fusarium species,18,2021
Micrococcus species,17,2021
Streptococcus gallolyticus,17,2021
Streptococcus parasanguinis,16,2021
Peptostreptococcus anaerobius,16,2021
Gram-positive bacilli,16,2021
Providencia rettgeri,15,2021
Providencia species,15,2021
Prevotella buccae,15,2021
Trichophyton rubrum,14,2021
Corynebacterium resistens,14,2021
Salmonella group C,14,2021
Staphylococcus species,14,2021
Acinetobacter junii,14,2021
Clostridium ramosum,13,2021
Achromobacter xylosoxidans,13,2021
Mycobacterium fortuitum complex,13,2021
Fusobacterium varium,13,2021
Streptococcus milleri group,13,2021
Streptococcus sanguinis,13,2021
Actinomyces odontolyticus,12,2021
Bacteroides uniformis,12,2021
Bacteroides ovatus,11,2021
Plesiomonas shigelloides,11,2021
Aspergillus fumigatus complex,10,2021
Clostridium species,10,2021
Clostridium innocuum,10,2021
Corynebacterium amycolatum,10,2021
Vibrio vulnificus,9,2021
"Vibrio cholerae, non-O1/non-O139",9,2021
