Organism_Combination,Count,Year
Candida albicans | Candida species | Candida tropicalis | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Candida species | Enterobacter cloacae complex | Methicillin resistant Staphylococcus aureus,1,2018
Enterobacter species | Gram-negative bacilli | Klebsiella pneumoniae | Klebsiella species,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Diphtheroids | Enterococcus species | Klebsiella species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
Gram-negative bacilli | Salmonella Typhi,1,2018
"Alpha-haemolytic streptococcus | Clostridioides difficile | Enterococcus species | Escherichia coli | Haemophilus parainfluenzae | Neisseria species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2018
"Corynebacterium amycolatum | Corynebacterium striatum | Prevotella corporis | Prevotella disiens | Staphylococcus, coagulase negative | Streptococcus anginosus",1,2018
Acinetobacter baumannii group | Candida albicans | Candida species | Corynebacterium striatum | Diphtheroids | Enterococcus faecium | Klebsiella pneumoniae | Morganella morganii,1,2018
Acinetobacter baumannii group | Bacillus species | Candida albicans | Candida species | Corynebacterium striatum | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Diphtheroids | Methicillin resistant Staphylococcus aureus,1,2018
"Candida species | Diphtheroids | Enterococcus faecium | Escherichia coli | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2018
"Aeromonas species | Candida tropicalis | Diphtheroids | Enterococcus faecium | Escherichia coli | Klebsiella species | Staphylococcus, coagulase negative | Streptococcus anginosus | Yeast",1,2018
"Enterococcus faecium | Klebsiella pneumoniae | Klebsiella species | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2018
Candida albicans | Enterococcus faecalis | Enterococcus faecium | Enterococcus species,1,2018
"Pseudomonas aeruginosa | Serratia species | Streptococcus, group G",1,2018
Bacteroides thetaiotaomicron | Citrobacter freundii | Citrobacter species | Clostridium perfringens | Enterococcus faecium | Escherichia coli | Klebsiella species,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Corynebacterium striatum | Klebsiella pneumoniae,1,2018
Candida albicans | Staphylococcus capitis,1,2018
Anaerobic Gram-positive bacilli | Escherichia coli | Pseudomonas aeruginosa,1,2018
Enterobacter cloacae complex | Enterococcus faecium | Klebsiella pneumoniae | Klebsiella species | Pseudomonas aeruginosa,1,2018
Burkholderia cepacia complex | Candida species | Prevotella buccae | Proteus species | Proteus vulgaris | Streptococcus anginosus | Trichosporon species,1,2018
"Diphtheroids | Staphylococcus, coagulase negative",1,2018
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida species | Candida tropicalis | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2018
Escherichia coli | Proteus mirabilis | Streptococcus gallolyticus subspecies pasteurianus,1,2018
Candida albicans | Candida species | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2018
Acinetobacter baumannii group | Diphtheroids | Enterococcus faecium | Escherichia coli | Finegoldia magna | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Stenotrophomonas maltophilia | Vibrio species,1,2018
Bacteroides species | Enterococcus avium | Escherichia coli | Klebsiella pneumoniae,1,2018
Capnocytophaga canimorsus,1,2018
Acinetobacter baumannii group | Klebsiella pneumoniae,1,2018
Bacteroides thetaiotaomicron | Enterococcus species | Escherichia coli | Proteus species | Pseudomonas aeruginosa,1,2018
Candida tropicalis | Enterococcus faecium | Streptococcus mitis group,1,2018
"Alpha-haemolytic streptococcus | Candida albicans | Candida species | Corynebacterium amycolatum | Corynebacterium striatum | Escherichia coli | Staphylococcus, coagulase negative",1,2018
Klebsiella pneumoniae | Proteus mirabilis | Staphylococcus aureus,1,2018
Escherichia coli | Klebsiella aerogenes | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Candida tropicalis | Streptococcus pneumoniae,1,2018
Candida albicans | Haemophilus influenzae | Klebsiella pneumoniae | Pseudomonas aeruginosa | Staphylococcus aureus,1,2018
Corynebacterium striatum | Escherichia coli | Klebsiella pneumoniae,1,2018
"Enterobacter cloacae complex | Klebsiella species | Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2018
Candida lusitaniae | Enterobacter cloacae complex | Escherichia coli | Klebsiella aerogenes,1,2018
Enterococcus species | Proteus species | Staphylococcus aureus,1,2018
Enterobacter species | Enterococcus species,1,2018
"Parvimonas micra | Streptococcus, viridans group",1,2018
Acinetobacter baumannii group | Alpha-haemolytic streptococcus | Enterococcus species | Escherichia coli,1,2018
Actinomyces species | Bacteroides fragilis group | Candida tropicalis | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Streptococcus constellatus,1,2018
Candida species | Enterococcus faecium | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
Candida glabrata | Candida species | Enterococcus faecalis | Escherichia coli,1,2018
Salmonella Enteritidis | Salmonella group D,1,2018
Candida albicans | Escherichia coli | Streptococcus bovis group,1,2018
Candida albicans | Diphtheroids | Enterococcus faecium | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
"Alpha-haemolytic streptococcus | Clostridioides difficile | Enterococcus species | Escherichia coli | Klebsiella species | Neisseria species | Proteus species | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2018
"Candida albicans | Enterococcus faecalis | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Yeast",1,2018
Enterobacter species | Haemophilus influenzae | Morganella morganii,1,2018
Candida albicans | Candida species | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
Candida albicans | Candida species | Enterococcus species,1,2018
Candida albicans | Diphtheroids | Klebsiella species,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterococcus faecalis | Enterococcus species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Proteus mirabilis,1,2018
Klebsiella aerogenes | Pseudomonas aeruginosa,1,2018
Escherichia coli | Klebsiella pneumoniae | Morganella morganii | Pseudomonas aeruginosa,1,2018
Candida species | Kytococcus schroeteri,1,2018
Candida albicans | Candida species | Escherichia coli | Serratia marcescens,1,2018
Corynebacterium striatum | Enterococcus faecium | Haemophilus influenzae,1,2018
Escherichia coli | Moraxella species,1,2018
Candida albicans | Candida glabrata | Candida species | Corynebacterium striatum | Escherichia coli | Pseudomonas aeruginosa,1,2018
"Bacteroides species | Candida albicans | Clostridioides difficile | Corynebacterium striatum | Enterobacter cloacae complex | Enterococcus faecium | Escherichia coli | Staphylococcus, coagulase negative",1,2018
Acinetobacter baumannii group | Candida albicans | Corynebacterium striatum | Enterococcus species | Serratia marcescens,1,2018
Lactobacillus rhamnosus | Stenotrophomonas maltophilia,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterococcus faecalis | Enterococcus faecium | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2018
"Enterobacter cloacae complex | Pseudomonas aeruginosa | Serratia marcescens | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
Candida albicans | Pichia norvegensis,1,2018
Escherichia coli | Methicillin resistant Staphylococcus aureus | Yeast,1,2018
Bacteroides species | Candida albicans | Enterobacter species | Enterococcus species | Escherichia coli,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Methicillin resistant Staphylococcus aureus | Mycobacterium tuberculosis | Mycobacterium tuberculosis complex,1,2018
"Acinetobacter baumannii group | Candida species | Corynebacterium striatum | Diphtheroids | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2018
Achromobacter species | Alcaligenes species | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Pseudomonas aeruginosa,1,2018
Acinetobacter baumannii group | Candida albicans | Enterococcus species | Pseudomonas aeruginosa,1,2018
"Aeromonas caviae | Alpha-haemolytic streptococcus | Candida albicans | Candida parapsilosis | Candida species | Diphtheroids | Enterobacter species | Enterococcus species | Escherichia coli | Gram-positive bacilli | Klebsiella species | Lactobacillus species | Rothia mucilaginosa | Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2018
Candida species | Enterococcus faecium | Escherichia coli | Pseudomonas aeruginosa,1,2018
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Bacteroides fragilis | Escherichia coli | Streptococcus, group G",1,2018
Diphtheroids | Enterobacter cloacae complex | Enterococcus faecalis,1,2018
Candida tropicalis | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
"Corynebacterium urealyticum | Escherichia coli | Klebsiella pneumoniae | Staphylococcus, coagulase negative",1,2018
Alpha-haemolytic streptococcus | Candida albicans | Enterococcus faecalis | Gram-positive cocci | Neisseria species,1,2018
"Alpha-haemolytic streptococcus | Clostridioides difficile | Diphtheroids | Enterococcus species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Neisseria species | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2018
Bacteroides fragilis group | Candida albicans | Enterococcus avium | Enterococcus faecium | Fusobacterium species | Gram-negative bacilli | Proteus mirabilis,1,2018
"Diphtheroids | Escherichia coli | Staphylococcus, coagulase negative",1,2018
Candida tropicalis | Enterobacter cloacae complex | Enterococcus faecium | Gram-positive cocci | Pseudomonas aeruginosa | Streptococcus pyogenes | Yeast,1,2018
Finegoldia magna | Methicillin resistant Staphylococcus aureus | Morganella morganii | Pseudomonas aeruginosa | Streptococcus dysgalactiae,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida glabrata | Enterococcus faecium,1,2018
"Citrobacter species | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
"Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus species | Escherichia coli | Klebsiella species | Neisseria species | Staphylococcus, coagulase negative",1,2018
Candida glabrata | Candida parapsilosis complex | Coliform bacteria | Enterococcus faecium | Kodamaea ohmeri,1,2018
Haemophilus influenzae | Moraxella catarrhalis,1,2018
Acinetobacter species | Enterococcus faecalis | Escherichia coli | Serratia species,1,2018
Candida glabrata | Candida tropicalis | Enterobacter cloacae complex | Pseudomonas aeruginosa,1,2018
Bacteroides fragilis group | Citrobacter species | Gram-negative bacilli | Klebsiella pneumoniae | Pseudomonas aeruginosa,1,2018
Candida albicans | Candida tropicalis | Escherichia coli | Stenotrophomonas maltophilia,1,2018
Methicillin resistant Staphylococcus aureus | Pseudomonas nitroreducens,1,2018
Enterococcus faecalis | Escherichia coli | Klebsiella species | Methicillin resistant Staphylococcus aureus | Micrococcus species,1,2018
Candida albicans | Candida species | Corynebacterium striatum | Enterobacter cloacae complex | Escherichia coli | Methicillin resistant Staphylococcus aureus | Morganella morganii,1,2018
Curtobacterium species | Escherichia coli | Sphingomonas paucimobilis,1,2018
Haemophilus influenzae | Pseudomonas aeruginosa,1,2018
Klebsiella species | Providencia species,1,2018
Alpha-haemolytic streptococcus | Enterococcus species | Klebsiella pneumoniae | Klebsiella species | Staphylococcus aureus,1,2018
Escherichia coli | Serratia species,1,2018
"Candida albicans | Pseudomonas aeruginosa | Streptococcus, group G",1,2018
Candida lusitaniae | Candida parapsilosis | Enterobacter cloacae complex | Enterococcus faecium | Enterococcus species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2018
Candida albicans | Candida species | Enterococcus species | Klebsiella aerogenes,1,2018
Moraxella catarrhalis | Pseudomonas aeruginosa,1,2018
Candida albicans | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Methicillin resistant Staphylococcus aureus | Pichia kudriavzevii,1,2018
Candida species | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
Candida albicans | Klebsiella species | Micrococcus species | Stenotrophomonas maltophilia,1,2018
Candida albicans | Citrobacter koseri | Enterobacter cloacae complex | Enterococcus gallinarum | Escherichia coli | Haemophilus influenzae | Klebsiella aerogenes | Methicillin resistant Staphylococcus aureus | Staphylococcus epidermidis,1,2018
"Alpha-haemolytic streptococcus | Clostridioides difficile | Enterococcus species | Escherichia coli | Klebsiella species | Neisseria species | Proteus species | Staphylococcus, coagulase negative",1,2018
"Anaerobic Gram-positive cocci | Bacteroides fragilis group | Clostridium species | Enterococcus gallinarum | Escherichia coli | Klebsiella pneumoniae | Streptococcus anginosus | Streptococcus, viridans group",1,2018
Corynebacterium striatum | Escherichia coli | Non-haemolytic streptococcus,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Klebsiella pneumoniae | Klebsiella species | Pseudomonas aeruginosa,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Diphtheroids | Enterococcus faecium | Enterococcus species,1,2018
Escherichia coli | Proteus mirabilis | Staphylococcus aureus | Streptococcus agalactiae,1,2018
"Bacteroides fragilis group | Bacteroides ovatus | Bacteroides thetaiotaomicron | Bacteroides uniformis | Candida albicans | Candida glabrata | Candida parapsilosis | Candida species | Candida tropicalis | Citrobacter species | Clostridioides difficile | Clostridium species | Enterobacter species | Enterococcus faecium | Enterococcus gallinarum | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Lactobacillus species | Leuconostoc species | Micrococcus species | Prevotella nigrescens | Staphylococcus aureus | Staphylococcus saprophyticus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Streptococcus bovis group | Veillonella species",1,2018
Bacteroides fragilis | Bacteroides thetaiotaomicron | Clostridioides difficile | Escherichia coli | Pseudomonas aeruginosa,1,2018
Candida albicans | Candida species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
Candida albicans | Non-haemolytic streptococcus | Pseudomonas aeruginosa,1,2018
Enterococcus casseliflavus | Klebsiella pneumoniae,1,2018
Corynebacterium species | Diphtheroids | Enterobacter species,1,2018
Candida albicans | Candida glabrata | Escherichia coli | Methicillin resistant Staphylococcus aureus | Mycobacterium tuberculosis | Mycobacterium tuberculosis complex | Proteus species,1,2018
Candida albicans | Corynebacterium striatum | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Candida albicans | Klebsiella species | Moraxella catarrhalis | Mycobacterium species | Mycobacterium tuberculosis,1,2018
Candida albicans | Enterococcus faecium | Enterococcus species | Proteus mirabilis,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Acinetobacter species | Coliform bacteria | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Acinetobacter species | Escherichia coli | Streptococcus pneumoniae,1,2018
Acinetobacter species | Staphylococcus aureus,1,2018
Bacteroides thetaiotaomicron | Candida species | Enterococcus raffinosus | Escherichia coli | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Pseudomonas aeruginosa | Streptococcus dysgalactiae,1,2018
Candida albicans | Candida tropicalis | Enterococcus faecalis | Escherichia coli | Haemophilus influenzae | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Providencia stuartii,1,2018
Candida species | Escherichia coli | Klebsiella pneumoniae | Proteus mirabilis,1,2018
Acinetobacter baumannii group | Acinetobacter junii | Candida albicans | Enterobacter cloacae complex | Enterococcus faecalis | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Candida parapsilosis complex,1,2018
"Klebsiella pneumoniae | Proteus mirabilis | Streptococcus, group G",1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Yeast,1,2018
Candida species | Enterococcus faecium | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Bacteroides vulgatus | Enterobacter species | Enterococcus species | Escherichia coli | Klebsiella species,1,2018
Clostridioides difficile | Klebsiella pneumoniae,1,2018
"Bacteroides fragilis | Candida lusitaniae | Candida parapsilosis | Diphtheroids | Enterococcus faecium | Enterococcus species | Escherichia coli | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2018
Candida parapsilosis | Corynebacterium striatum | Enterococcus faecium | Methicillin resistant Staphylococcus aureus | Salmonella group D | Salmonella species,1,2018
Aeromonas species | Escherichia coli | Streptococcus gallolyticus subspecies pasteurianus,1,2018
Candida species | Escherichia coli | Streptococcus pyogenes,1,2018
Gram-negative bacilli | Moraxella catarrhalis | Pseudomonas aeruginosa,1,2018
Aspergillus fumigatus | Candida tropicalis,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida species | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida species | Enterococcus faecium | Escherichia coli | Methicillin resistant Staphylococcus aureus | Proteus mirabilis,1,2018
Diphtheroids | Escherichia coli | Klebsiella species,1,2018
"Alpha-haemolytic streptococcus | Citrobacter species | Clostridioides difficile | Diphtheroids | Enterococcus species | Escherichia coli | Klebsiella species | Morganella morganii | Neisseria species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2018
Escherichia coli | Haemophilus influenzae | Streptococcus pneumoniae,1,2018
Candida species | Escherichia coli | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
Alpha-haemolytic streptococcus | Corynebacterium tuberculostearicum | Enterobacter cloacae complex | Enterococcus avium | Enterococcus faecalis | Escherichia coli | Klebsiella pneumoniae | Proteus mirabilis | Pseudomonas aeruginosa | Staphylococcus epidermidis,1,2018
Corynebacterium urealyticum | Enterococcus faecium | Pseudomonas aeruginosa,1,2018
Corynebacterium amycolatum | Pseudomonas aeruginosa,1,2018
"Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
Candida albicans | Candida species | Corynebacterium striatum | Enterococcus faecium | Escherichia coli,1,2018
"Acinetobacter species | Candida albicans | Candida parapsilosis | Candida tropicalis | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus, coagulase negative | Trichosporon species",1,2018
Candida albicans | Coliform bacteria | Escherichia coli,1,2018
Corynebacterium striatum | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2018
Candida albicans | Clostridium perfringens | Escherichia coli | Klebsiella species | Streptococcus gallolyticus,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida species | Streptococcus agalactiae,1,2018
Acinetobacter species | Yeast,1,2018
Diphtheroids | Enterococcus faecium | Escherichia coli,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida species | Candida tropicalis,1,2018
Bacteroides fragilis | Candida albicans | Candida species | Enterococcus durans | Enterococcus faecium | Escherichia coli,1,2018
Burkholderia cepacia complex | Candida species | Candida tropicalis | Corynebacterium striatum | Klebsiella pneumoniae | Pseudomonas aeruginosa | Staphylococcus capitis,1,2018
Candida albicans | Candida orthopsilosis | Corynebacterium striatum | Enterococcus faecium,1,2018
Clostridium celatum | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2018
Candida parapsilosis complex | Candida tropicalis | Citrobacter species | Clostridium hathewayi | Corynebacterium striatum | Enterococcus faecium | Escherichia coli | Gram-positive coccobacilli | Mycobacterium chelonae | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterobacter cloacae complex | Enterococcus faecalis | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2018
Finegoldia magna | Prevotella intermedia,1,2018
Bacteroides fragilis | Bacteroides ovatus | Candida albicans | Enterococcus avium | Enterococcus faecium | Enterococcus species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Shewanella putrefaciens,1,2018
Bacteroides fragilis group | Enterobacter cloacae complex | Pseudomonas aeruginosa,1,2018
Candida albicans | Enterococcus faecalis | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Serratia marcescens,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Burkholderia cepacia complex | Candida species | Candida tropicalis | Corynebacterium striatum | Enterococcus faecium | Klebsiella pneumoniae,1,2018
Candida albicans | Escherichia coli | Haemophilus influenzae | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Pseudomonas aeruginosa,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Anaerobic Gram-negative bacilli | Anaerobic Gram-positive cocci | Enterococcus species | Escherichia coli | Finegoldia magna | Gram-negative bacilli | Gram-positive cocci | Parvimonas micra | Streptococcus constellatus | Streptococcus milleri group,1,2018
Klebsiella pneumoniae | Mycobacterium species | Mycobacterium tuberculosis,1,2018
Acinetobacter species | Enterococcus faecalis | Enterococcus faecium | Pseudomonas species,1,2018
Candida albicans | Candida species | Enterococcus species | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2018
Candida parapsilosis | Enterococcus species,1,2018
Achromobacter species | Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Enterobacter cloacae complex | Pseudomonas aeruginosa | Streptococcus pyogenes,1,2018
Burkholderia cepacia complex | Candida albicans | Candida glabrata | Clostridioides difficile | Corynebacterium striatum | Escherichia coli | Gram-negative bacilli | Klebsiella pneumoniae | Klebsiella species | Lactobacillus species | Pichia kudriavzevii | Pseudomonas aeruginosa | Stenotrophomonas maltophilia | Streptococcus species | Yeast,1,2018
Candida glabrata | Candida species | Clostridioides difficile | Corynebacterium striatum | Escherichia coli | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus | Staphylococcus caprae,1,2018
Escherichia coli | Mycobacterium species | Mycobacterium tuberculosis | Mycobacterium tuberculosis complex,1,2018
Candida parapsilosis | Corynebacterium striatum | Klebsiella pneumoniae,1,2018
"Diphtheroids | Escherichia coli | Peptostreptococcus anaerobius | Staphylococcus, coagulase negative | Streptococcus anginosus",1,2018
Diphtheroids | Methicillin resistant Staphylococcus aureus | Streptococcus agalactiae,1,2018
Corynebacterium afermentans,1,2018
Candida glabrata | Citrobacter freundii | Enterococcus faecium,1,2018
Acinetobacter baumannii group | Enterobacter cloacae complex | Enterococcus species | Pseudomonas aeruginosa,1,2018
Acinetobacter baumannii group | Enterococcus faecium | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Candida species | Escherichia coli | Klebsiella aerogenes | Proteus mirabilis,1,2018
Bacteroides species | Methicillin resistant Staphylococcus aureus,1,2018
Corynebacterium striatum | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Bacteroides fragilis | Candida species | Clostridium perfringens | Enterobacter cloacae complex | Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae | Proteus species | Streptococcus gallolyticus,1,2018
"Candida species | Escherichia coli | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2018
Candida albicans | Candida parapsilosis | Candida tropicalis | Enterococcus faecium | Trichosporon asahii | Trichosporon species | Yeast,1,2018
Bacteroides fragilis | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa,1,2018
Diphtheroids | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2018
Candida species | Escherichia coli | Klebsiella species | Pseudomonas aeruginosa,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida albicans | Candida species | Klebsiella pneumoniae | Streptococcus pyogenes,1,2018
"Candida albicans | Candida species | Enterobacter species | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
Enterobacter cloacae complex | Enterobacter species,1,2018
Corynebacterium striatum | Diphtheroids | Morganella morganii | Mycobacterium species | Mycobacterium tuberculosis | Mycobacterium tuberculosis complex,1,2018
Candida albicans | Candida glabrata | Enterococcus faecium | Klebsiella species | Pseudomonas aeruginosa | Salmonella Enteritidis,1,2018
"Achromobacter species | Candida tropicalis | Enterococcus faecalis | Escherichia coli | Klebsiella species | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Yeast",1,2018
Candida dubliniensis,1,2018
Methicillin resistant Staphylococcus aureus | Trichophyton rubrum,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Escherichia coli | Pseudomonas species,1,2018
Candida parapsilosis | Enterococcus species | Pichia kudriavzevii | Yeast,1,2018
Enterococcus faecium | Escherichia coli | Gram-negative bacilli,1,2018
Acinetobacter species | Candida albicans | Candida glabrata | Methicillin resistant Staphylococcus aureus | Proteus species | Pseudomonas aeruginosa,1,2018
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida glabrata | Candida tropicalis | Elizabethkingia species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
"Alpha-haemolytic streptococcus | Enterococcus species | Escherichia coli | Haemophilus parainfluenzae | Neisseria species | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2018
Enterobacter species | Escherichia coli | Lactobacillus species | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2018
"Corynebacterium striatum | Enterococcus species | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative",1,2018
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Alpha-haemolytic streptococcus | Bacillus species | Bacteroides vulgatus | Candida species | Candida tropicalis | Enterococcus faecium | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Pseudomonas aeruginosa | Pseudomonas species | Rhodotorula species | Rothia mucilaginosa | Serratia species | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2018
"Candida lusitaniae | Enterobacter cloacae | Enterococcus faecium | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2018
"Alpha-haemolytic streptococcus | Diphtheroids | Enterobacter species | Enterococcus species | Escherichia coli | Klebsiella species | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2018
Bacteroides thetaiotaomicron | Escherichia coli | Morganella morganii | Proteus species | Streptococcus anginosus,1,2018
Aerococcus species,1,2018
Candida species | Clostridium innocuum | Elizabethkingia meningoseptica | Enterococcus avium | Enterococcus casseliflavus | Enterococcus faecalis | Enterococcus gallinarum | Escherichia coli | Klebsiella pneumoniae | Peptostreptococcus anaerobius | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2018
Aeromonas hydrophila | Candida glabrata | Escherichia coli,1,2018
Anaerobic diphtheroids | Escherichia coli | Streptococcus pyogenes,1,2018
Citrobacter freundii | Citrobacter species | Klebsiella pneumoniae,1,2018
Corynebacterium striatum | Staphylococcus aureus | Streptococcus pyogenes,1,2018
"Candida species | Candida tropicalis | Diphtheroids | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Serratia species | Streptococcus, group G",1,2018
Methicillin resistant Staphylococcus aureus | Streptococcus constellatus,1,2018
Citrobacter species | Enterococcus faecium | Escherichia coli | Pseudomonas species,1,2018
"Candida albicans | Diphtheroids | Staphylococcus, coagulase negative | Trichosporon species",1,2018
Aspergillus fumigatus | Candida albicans | Enterococcus faecalis | Klebsiella aerogenes | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2018
Candida glabrata | Candida tropicalis,1,2018
